REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
14 - Cordillera Adm. Region,Cordillera Career Development College,Private,Benguet,La Trinidad,ccdc.edu.ph,(074) 422-2737; (074) 422-2221,
14 - Cordillera Adm. Region,Divine Word College of Bangued,Private,Abra,Bangued,,(074) 752-8373; (074) 752-8003,
14 - Cordillera Adm. Region,Ifugao State University - Lagawe Campus,SUC Satellite,Ifugao,Lagawe,http://ifsu.edu.ph,(078) 305-1351; 0917-5720345,
14 - Cordillera Adm. Region,Ifugao State University - Main,SUC Main,Ifugao,Lamut,http://www.ifsu.edu.ph,0917-5742363,
14 - Cordillera Adm. Region,Ifugao State University - Potia,SUC Satellite,Ifugao,Alfonso Lista,http://ifsu.edu.ph,(078) 305-1351; 0917-5720345,
14 - Cordillera Adm. Region,Kalinga State University-Main,SUC Main,Kalinga,Tabuk City,http://www.ksu.edu.ph,0917-8226145; 0917-5680618,
14 - Cordillera Adm. Region,Philippine Nazarene College,Private,Benguet,La Trinidad,,(074) 422-2017; (074) 422-5151; (074) 422-6728,
14 - Cordillera Adm. Region,Mountain Province State Polytechnic College-Main,SUC Main,Mt. Province,Bontoc,http://www.mpspc.edu.ph,0939-9020840,
14 - Cordillera Adm. Region,Mountain Province State Polytechnic College-Tadian,SUC Satellite,Mt. Province,Tadian,,(074) 602-1014,
14 - Cordillera Adm. Region,Pines City Colleges,Private,Benguet,Baguio City,http://www.pcc.edu.ph,(074) 445-9064; (074) 445-2208; (074) 445-2204,
14 - Cordillera Adm. Region,Saint Louis College of Bulanao,Private,Kalinga,Tabuk City,,(074) 423-1497; 0915-9660633,
14 - Cordillera Adm. Region,Saint Louis University,Private,Benguet,Baguio City,http://www.slu.edu.ph,(074) 442-3043; (074) 422-2793; (074) 422-2193; (074) 442-2842,
14 - Cordillera Adm. Region,San Pablo Major Seminary,Private,Benguet,Baguio City,,(074) 442-2847; (074) 442-5790,
14 - Cordillera Adm. Region,Casiciaco Recoletos Seminary,Private,Benguet,Baguio City,recoletosdebaguio.edu.ph,(074) 244-0231; (074) 442-2823,
14 - Cordillera Adm. Region,University of Baguio,Private,Benguet,Baguio City,http://www.ubaguio.edu,(074) 442-3071,
14 - Cordillera Adm. Region,University of the Philippines-Baguio,SUC Satellite,Benguet,Baguio City,http://www.upb.edu.ph,(074) 442-3888 (074) 442-5592,
14 - Cordillera Adm. Region,Easter College,Private,Benguet,Baguio City,http://www.eastercollege.ph,(074) 443-6764,
14 - Cordillera Adm. Region,Kalinga State University-Dagupan,SUC Satellite,Kalinga,Tabuk City,,,
14 - Cordillera Adm. Region,Philippine Military Academy,OGS,Benguet,Baguio City,,(074) 442-0102,
14 - Cordillera Adm. Region,Apayao State College-Luna,SUC Satellite,Apayao,Luna,,,
14 - Cordillera Adm. Region,Keystone College,Private,Benguet,Baguio City,,(074) 422-1890,
14 - Cordillera Adm. Region,Ifugao State University - Tinoc,SUC Satellite,Ifugao,Tinoc,http://ifsu.edu.ph,(078) 305-1351;09166981941,
14 - Cordillera Adm. Region,STI College-Baguio,Private,Benguet,Baguio City,http://www.sti.edu,(074) 422-4573; (074) 447-0021,
14 - Cordillera Adm. Region,Baguio College of Technology,Private,Benguet,Baguio City,http://www.bct.edu.ph,(074) 442-3743; (074) 424-0859; (074) 244-0126; (074) 442-6561,
14 - Cordillera Adm. Region,BVS College,Private,Benguet,La Trinidad,,(074) 422-4992,
14 - Cordillera Adm. Region,Cordillera A+ Computer Technology College,Private,Kalinga,Tabuk City,,0927-9132286; 09950598939,
14 - Cordillera Adm. Region,AMA Computer College-Baguio,Private,Benguet,Baguio City,http://www.ama.edu.ph.com,(074) 424-1901,
14 - Cordillera Adm. Region,Data Center College of the Philippines of Bangued-Abra,Private,Abra,Bangued,,(074) 752-5162,
14 - Cordillera Adm. Region,Kalinga Colleges of Science and Technology,Private,Kalinga,Tabuk City,kcst_edu.ph.com,0916-2271891; 0921-9836503,
14 - Cordillera Adm. Region,Data Center College of the Philippines of Baguio City,Private,Benguet,Baguio City,http://www.dccp.edu.ph,(074) 442-4160; (074) 444-3539,
14 - Cordillera Adm. Region,King's College of the Philippines-Benguet,Private,Benguet,La Trinidad,kcp.edu.ph,(074) 422-3576,
14 - Cordillera Adm. Region,Saint Tonis College,Private,Kalinga,Tabuk City,,0929-1275618,
14 - Cordillera Adm. Region,BSBT College,Private,Benguet,Baguio City,,(074) 442-2986; (074) 424-3703,
14 - Cordillera Adm. Region,Xijen College of Mt. Province,Private,Mt. Province,Bontoc,,0907-3999992; 0919-5285203,
14 - Cordillera Adm. Region,Kalinga State University-Rizal,SUC Satellite,Kalinga,Rizal,,,
14 - Cordillera Adm. Region,Remnant International College,Private,Benguet,Baguio City,remnantcollegeshs@gmail.com / remnantschools.com,074-422-3324 / 074-446-6789,
14 - Cordillera Adm. Region,International School of Asia and the Pacific,Private,Kalinga,Tabuk City,,0919-8498739; 0927-3559099,
14 - Cordillera Adm. Region,Philippine College of Ministry,Private,Benguet,La Trinidad,http://www.pcm.ph,0921-2321593; 0917-8624550,
14 - Cordillera Adm. Region,Ifugao State University-Hapao,SUC Satellite,Ifugao,Hugduan,,,
14 - Cordillera Adm. Region,Ifugao State University-Aguinaldo,SUC Satellite,Ifugao,Aguinaldo,,,
14 - Cordillera Adm. Region,Theological Foundation for Asia (Asia Pacific Theological Seminary),Private,Benguet,Baguio City,http://www.apts.edu,(63) (074) 442 2779; 442 7068,
14 - Cordillera Adm. Region,Star College,Private,Benguet,La Trinidad,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Basilan State College-Lamitan,SUC Satellite,Basilan,Lamitan City,http://www.BasSc.edu.ph,(062) 200-7523; (062) 200-3817; (062) 200-7705,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Basilan State College-Maluso,SUC Satellite,Basilan,Maluso,http://www.BasSc.edu.ph,(062) 200-7523; (062) 200-3817; (062) 200-7705,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Basilan State College-Sta. Clara,SUC Satellite,Basilan,Lamitan City,http://www.BasSc.edu.ph,(062) 200-7523; (062) 200-3817; (062) 200-7705,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Basilan State College-Tipo-Tipo,SUC Satellite,Basilan,Tipo-Tipo,http://www.BasSc.edu.ph,(062) 200-7523; (062) 200-3817; (062) 200-7705,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Cotabato State University,SUC Main,Maguindanao,Cotabato City,http://www.ccspc.edu.ph,(064) 421-5146,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Cotabato Foundation College of Science and Technology-Datu Montawal Campus,SUC Satellite,Maguindanao,Datu Montawal,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,De La Vida College,Private,Maguindanao,Cotabato City,,(064) 421-2567,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Dr. P. Ocampo Colleges,Private,Maguindanao,Cotabato City,,(064) 421-6548; (064) 421-6549; (064) 421-2797,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Headstart College of Cotabato,Private,Maguindanao,Cotabato City,,(064) 421-6571; (064) 421-7338,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatu Marawi Al-Islamia Foundation,Private,Lanao Del Sur,Marawi City,,0935-2580434; 0998-4731485; 0920-9779657,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatu Muslim Mindanao,Private,Lanao Del Sur,Marawi City,http://www.jmm.edu.ph,0917-7042706; 0917-7042707,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatul Philippine Al-Islamia,Private,Lanao Del Sur,Marawi City,,0917-7106654 ; 0999-8840565,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Lanao National College of Arts and Trades,SUC Satellite,Lanao Del Sur,Marawi City,http://sites.google.com/site/msulncat,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mapandi Memorial College,Private,Lanao Del Sur,Marawi City,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Marawi Capitol College Foundation,Private,Lanao Del Sur,Marawi City,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao Capitol College,Private,Maguindanao,Cotabato City,,(064) 552-0642,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Main Campus Marawi City,SUC Main,Lanao Del Sur,Marawi City,http://www.msumain.edu.ph,0930-2245678; 0918-9322399; 0919-3998655,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame Center For Catechesis,Private,Maguindanao,Cotabato City,,(064) 421-2644,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame Hospital and School of Midwifery,Private,Maguindanao,Cotabato City,,(064) 421-5133,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame University,Private,Maguindanao,Cotabato City,http://www.nducotabato.org,(064) 421-2698; (064) 421-1684; (064) 421-4312,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Pacasum College,Private,Lanao Del Sur,Marawi City,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,St. Benedict College of Cotabato,Private,Maguindanao,Cotabato City,,(064) 421-1969,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Shariff Kabunsuan College,Private,Maguindanao,Cotabato City,,(064) 421-8601; (064) 421-8865,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao Islamic Computer College,Private,Lanao Del Sur,Marawi City,,0919-8584940,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,STI College-Cotabato,Private,Maguindanao,Cotabato City,http://www.sti.edu,(064) 421-3628,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Datu Mala Muslim Mindanao Islamic College Foundation,Private,Lanao del Sur,Marawi City,,0917-3874858; 0916-3027662; 0907-6122110,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Antonio R. Pacheco College,Private,Maguindanao,Cotabato City,http://www.arpachecocollege.com/,(064) 421-2061; (064) 557-4854,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,AMA Computer College-Cotabato City,Private,Maguindanao,Cotabato City,http://www.amaes.edu.ph,(064) 421-1271; (064) 552-1343,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Bubong Marzok Memorial Foundation College,Private,Lanao Del Sur,Marawi City,,(062) 352-0220,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Senator Ninoy Aquino College Foundation-Marawi,Private,Lanao Del Sur,Marawi City,,0920-6075090,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Kutawato Darrusalam College,Private,Maguindanao,Cotabato City,kdci.colleges-forums.com,0916-9392190,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame RVM College of Cotabato,Private,Maguindanao,Cotabato City,,(064) 421-2845; (064) 421-5134,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Coland Systems Technology,Private,Maguindanao,Cotabato City,,(064) 421-9539; (064) 421-2833,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Academia de Tecnologia in Mindanao,Private,Maguindanao,Cotabato City,,(064) 577-4162,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiat Cotabato and Institute of Technology,Private,Maguindanao,Cotabato City,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Gani L. Abpi College,Private,Maguindanao,Datu Piang,,0909-3943862; 0922-8076050,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Central Sulu College,Private,Sulu,Siasi,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Hadji Butu School of Arts and Trades,OGS,Sulu,Jolo,,0905-9063550,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Agricultural College,OGS,Lanao Del Sur,Lumbatan,,0916-1397275,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lapak Agricultural School,OGS,Sulu,Siasi,,0906-3419005,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Maguindanao,SUC Satellite,Maguindanao,Datu Odin Sinsuat,http://www.msumaguindanao.edu.ph,(064) 546-0503; (064) 486-0039; (064) 421-7136; (064) 645-460503,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Sulu Development Technical College,SUC Satellite,Sulu,Jolo,http://www.msusulu.edu.ph,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Tawi-Tawi College of Technology and Oceanography,SUC Satellite,Tawi-Tawi,Bongao,http://www.msutawitawi.edu.ph,(02) 533-8855; (02) 533-8856; 0907-7625738; 0927-4961950,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame of Jolo College,Private,Sulu,Jolo,http://www.ndjc.edu.ph,(085) 341-8911 Local 2340; 0917-6207142,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Parang Foundation College,Private,Maguindanao,Parang,,0906-9011044,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Shariff Kabunsuan College (Annex),Private,Maguindanao,Parang,,(064) 421-8601; 0939-2906821,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Sultan Kudarat Islamic Academy Foundation College,Private,Maguindanao,Sultan Kudarat (Nuling),,(064) 421-4386,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Sulu State College,SUC Main,Sulu,Jolo,http://www. Sulustatecollege.com . Ph,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College,SUC Main,Tawi-Tawi,Bongao,http://www.trac.edu.ph (nstalling),(068) 468-1192; (068)-268-1549,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College - Tarawakan,SUC Satellite,Tawi-Tawi,Bongao,http://www.trac.edu.ph,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College - Languyan,SUC Satellite,Tawi-Tawi,Languyan,http://www.trac.edu.ph,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College-Simunul,SUC Satellite,Tawi-Tawi,Simunul,http://www.trac.edu.ph,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College - Sibutu,SUC Satellite,Tawi-Tawi,Sibutu,http://www.trac.edu.ph,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Unda Memorial National Agricultural School,OGS,Lanao Del Sur,Masiu,,0919-5917297,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Upi Agricultural School-Provincial Technical Institute of Agriculture,OGS,Maguindanao,Upi,,0918-2488223,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Adiong Memorial Polytechnic State College,SUC Main,Lanao Del Sur,Ditsaan Ramain,,0920-2721901; 0939-9249075,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Balabagan Trade School,OGS,Lanao Del Sur,Balabagan,,0948-1520226,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Del Sur Good Shepherd College,Private,Lanao Del Sur,Wao,,0935-9538691,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Southwestern Mindanao Islamic Institute,Private,Sulu,Jolo,smii@smii-edu.org or tthp//smii-edu.org,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi School of Midwifery,Private,Tawi-Tawi,Bongao,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Abubakar Computer Learning Center Foundation,Private,Tawi-Tawi,Bongao,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Educational Institute,Private,Lanao Del Sur,Malabang,,0946-5766410,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mahardika Institute of Technology,Private,Tawi-Tawi,Bongao,,(068) 268-1259; 0920-9458951,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Dansalan Polytechnic College,Private,Lanao Del Sur,Marawi City,,0948-8991428,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Philippine Muslim Teachers' College,Private,Lanao Del Sur,Marawi City,,0919-6499279,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,SAL Foundation College,Private,Maguindanao,Parang,http://www.salfoundationcollege,0919-4156869,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao Autonomous College Foundation,Private,Basilan,Lamitan City,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,SPA College,Private,Maguindanao,Datu Piang,,0906-2690275,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Datu Ibrahim Paglas Memorial College,Private,Maguindanao,Datu Paglas,http://www.datupaglas.com/dipmc//,0915-8416094,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Cali Paramedical College Foundation,Private,Lanao Del Sur,Marawi City,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Masiricampo Abantas Memorial Educational Center,Private,Lanao Del Sur,Marawi City,,,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Marawi Islamic College,Private,Lanao Del Sur,Marawi City,,0948-8447919; 0907-7290506,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Saffrullah M. Dipatuan Foundation Academy,Private,Lanao Del Sur,Marawi City,http://www.smdfa-edu.ning.com,0921-4624040; 0919-5296218,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,South Upi College,Private,Maguindanao,South Upi,,0916-1292645,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,St. Benedict College of Maguindanao,Private,Maguindanao,Parang,,(064) 421-1969,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mariam School of Nursing,Private,Basilan,Lamitan City,,(062) 991-4367; 0910-7053623; (062) 991-2365,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Islamic Paramedical College Foundation,Private,Lanao Del Sur,Marawi City,,0929-4130948,
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Regional Madrasah Graduate Academy,OGS,Maguindanao,Buluan,,,
